,Rooms,Material,Total area,Live area,Kitchen,Toilet type,Price,Floor,TotalFloor
1289,1,14,32.0,19.2,5.5,8,3000,1.0,9.0
1290,1,15,25.0,20.0,0.0,8,3050,2.0,17.0
1291,1,11,30.5,16.5,5.7,8,3050,5.0,5.0
1292,1,10,32.8,17.5,6.4,7,3090,1.0,9.0
1293,1,14,31.7,17.2,5.8,8,3100,4.0,5.0
1294,1,10,33.0,18.0,6.4,7,3190,4.0,9.0
1295,1,16,30.1,15.7,7.0,7,3200,4.0,9.0
1296,1,14,33.9,18.5,8.6,8,3250,9.0,9.0
1297,1,18,29.5,19.7,0.0,2,3300,4.0,20.0
1298,1,14,29.1,17.8,4.2,8,3300,4.0,9.0
1299,1,13,29.0,14.6,6.2,8,3316,11.0,18.0
1300,1,16,33.0,18.0,6.3,8,3350,5.0,9.0
1301,1,13,27.9,14.7,5.9,8,3354,3.0,18.0
1302,1,15,37.0,11.0,17.0,8,3400,12.0,23.0
1303,1,14,31.0,15.5,7.2,8,3400,4.0,9.0
1304,1,14,37.0,21.0,6.5,8,3400,12.0,12.0
1305,1,15,25.0,14.0,5.0,8,3400,4.0,9.0
1306,1,14,30.0,16.0,5.5,2,3400,3.0,5.0
1307,1,15,41.5,19.0,12.0,7,3410,8.0,23.0
1308,1,11,33.4,17.5,7.6,7,3450,5.0,14.0
1309,1,14,34.7,20.7,7.0,8,3450,2.0,12.0
1310,1,15,44.0,24.6,5.7,8,3500,16.0,20.0
1311,1,14,33.5,19.6,6.4,8,3500,8.0,9.0
1312,1,18,25.7,14.0,5.0,8,3500,2.0,18.0
1313,1,14,25.5,14.0,0.0,8,3500,3.0,9.0
1314,1,15,25.0,20.0,0.0,8,3600,6.0,11.0
1315,1,14,38.8,19.3,11.9,8,3680,11.0,16.0
1316,1,14,30.0,16.5,7.0,8,3699,6.0,9.0
1317,1,14,36.2,20.9,7.6,7,3720,8.0,14.0
1318,1,6,37.8,18.0,8.0,7,3800,6.0,10.0
1319,1,23,35.3,17.2,9.7,7,3900,15.0,16.0
1320,1,1,40.2,17.0,9.0,2,4000,4.0,10.0
1321,1,23,39.5,17.7,10.8,7,4000,7.0,10.0
1322,1,14,37.0,17.0,11.0,7,4150,2.0,16.0
1323,1,25,40.0,21.5,9.0,7,4150,3.0,5.0
1324,1,13,37.2,18.7,7.9,8,4166,5.0,16.0
1325,1,6,40.3,18.0,10.0,7,4300,4.0,10.0
1326,1,13,37.1,18.6,7.9,8,4306,11.0,16.0
1327,1,13,36.9,18.7,7.7,8,4350,16.0,16.0
1328,1,15,36.0,16.0,10.0,8,4500,3.0,9.0
1329,1,6,38.0,20.0,10.0,7,4550,9.0,9.0
1330,1,14,42.0,18.6,8.3,7,4650,10.0,21.0
1331,1,13,43.8,20.4,9.2,7,4833,1.0,18.0
1332,1,14,41.7,20.0,11.3,8,4850,2.0,12.0
1333,1,13,43.4,17.1,12.4,7,4861,18.0,18.0
1334,1,13,42.3,20.3,9.6,7,4896,17.0,18.0
1335,1,14,46.0,22.0,10.0,2,5400,13.0,15.0
1336,1,14,58.1,25.4,15.0,2,5500,3.0,15.0
1337,1,23,54.5,23.6,11.5,7,5695,1.0,8.0
1338,1,15,59.0,25.2,27.0,8,5950,11.0,16.0
1339,1,14,47.3,17.9,18.3,7,6500,8.0,11.0
1340,2,14,45.0,29.0,8.0,7,2600,2.0,9.0
1341,2,14,46.3,30.0,8.5,7,3500,8.0,9.0
1342,2,16,45.0,27.0,6.3,7,3550,5.0,9.0
1343,2,10,40.5,26.5,5.0,7,3560,1.0,3.0
1344,2,13,40.9,27.0,5.1,7,3700,3.0,3.0
1345,2,10,41.2,27.1,5.0,7,3750,1.0,3.0
1346,2,10,41.0,27.5,5.0,7,3750,3.0,3.0
1347,2,10,45.0,31.4,5.5,7,3790,5.0,5.0
1348,2,16,46.0,29.0,6.3,8,3800,3.0,9.0
1349,2,23,42.0,28.0,6.0,8,3800,3.0,9.0
1350,2,16,45.0,27.0,6.3,7,3850,3.0,9.0
1351,2,16,47.0,30.0,6.3,7,3888,2.0,9.0
1352,2,23,42.0,27.0,5.0,8,3900,8.0,9.0
1353,2,10,42.1,27.3,8.5,8,3900,4.0,9.0
1354,2,23,46.0,27.0,6.2,7,3900,5.0,9.0
1355,2,23,42.3,28.3,8.2,8,3900,4.0,9.0
1356,2,16,46.5,29.4,6.5,7,3950,3.0,9.0
1357,2,14,42.0,27.0,6.5,7,3980,2.0,4.0
1358,2,10,43.0,27.0,6.3,7,4000,13.0,16.0
1359,2,16,45.0,27.0,6.2,7,4050,5.0,9.0
1360,2,23,42.0,28.0,6.0,8,4100,7.0,9.0
1361,2,16,47.0,28.0,6.3,7,4100,8.0,9.0
1362,2,14,45.0,29.0,8.2,7,4100,7.0,9.0
1363,2,14,47.4,30.5,5.4,7,4120,1.0,2.0
1364,2,25,42.2,27.0,6.0,7,4150,4.0,5.0
1365,2,16,43.7,26.8,6.3,7,4150,1.0,9.0
1366,2,15,54.0,33.5,13.4,7,4180,18.0,22.0
1367,2,14,42.0,25.0,8.4,7,4199,7.0,9.0
1368,2,2,51.3,28.8,10.3,7,4200,4.0,12.0
1369,2,16,46.7,30.0,6.0,7,4200,2.0,9.0
1370,2,14,42.4,28.0,5.0,7,4200,5.0,5.0
1371,2,23,44.0,27.0,6.5,7,4280,4.0,11.0
1372,2,27,53.6,36.2,5.1,7,4300,3.0,5.0
1373,2,10,42.2,28.0,7.0,8,4300,6.0,9.0
1374,2,14,57.9,30.4,11.0,7,4400,11.0,15.0
1375,2,14,47.0,31.3,9.0,7,4450,3.0,9.0
1376,2,14,51.0,32.0,7.0,7,4480,9.0,9.0
1377,2,16,44.0,27.0,6.5,7,4500,4.0,15.0
1378,2,14,52.6,31.6,8.7,8,4500,1.0,5.0
1379,2,25,56.0,33.0,7.8,7,4500,1.0,5.0
1380,2,25,47.3,29.0,7.6,7,4500,3.0,5.0
1381,2,14,47.8,30.5,8.5,7,4600,9.0,9.0
1382,2,14,53.0,35.0,7.5,7,4700,5.0,9.0
1383,2,14,46.9,25.0,8.4,7,4700,14.0,15.0
1384,2,14,52.0,35.4,7.0,7,4700,2.0,2.0
1385,2,14,47.1,29.7,6.0,7,4850,3.0,3.0
1386,2,17,57.1,35.7,7.0,7,4890,2.0,2.0
1387,2,6,48.0,28.6,7.4,7,4900,5.0,10.0
1388,2,14,53.0,35.2,8.4,7,4900,5.0,9.0
1389,2,14,48.2,30.2,8.7,7,4970,7.0,9.0
1390,2,25,48.0,28.6,8.0,7,5000,4.0,5.0
1391,2,25,41.8,23.4,6.4,7,5000,3.0,6.0
1392,2,13,43.7,26.3,8.4,8,5070,4.0,16.0
1393,2,13,43.7,20.1,8.5,7,5080,2.0,18.0
1394,2,25,54.2,32.1,8.5,7,5350,2.0,5.0
1395,2,14,55.0,33.0,7.8,7,5400,12.0,14.0
1396,2,15,53.0,30.0,9.0,7,5400,16.0,20.0
1397,2,25,60.0,39.0,9.8,7,5400,5.0,5.0
1398,2,25,63.6,44.3,7.3,7,5400,2.0,5.0
1399,2,25,55.0,32.0,8.0,7,5490,4.0,7.0
1400,2,23,54.4,30.0,8.0,7,5650,5.0,10.0
1401,2,15,50.1,29.8,9.3,7,5850,15.0,22.0
1402,2,25,56.0,32.0,9.1,7,5880,3.0,6.0
1403,2,13,51.7,26.1,8.7,7,5985,7.0,16.0
1404,2,13,54.3,24.8,13.3,7,5992,1.0,18.0
1405,2,25,57.0,29.0,8.0,7,6000,2.0,6.0
1406,2,8,62.0,36.0,11.0,7,6000,2.0,8.0
1407,2,1,60.0,34.0,8.6,7,6000,8.0,16.0
1408,2,13,53.0,26.6,8.6,7,6109,6.0,16.0
1409,2,13,54.5,20.6,17.1,8,6227,1.0,16.0
1410,2,13,56.6,29.1,8.1,7,6329,13.0,18.0
1411,2,6,62.6,34.4,10.8,7,6400,3.0,10.0
1412,2,13,60.7,35.2,8.1,7,7092,16.0,16.0
1413,2,13,64.7,34.8,11.3,7,7140,1.0,18.0
1414,2,18,63.0,36.0,11.0,8,7500,6.0,10.0
1415,2,14,65.0,34.0,12.0,8,7500,7.0,15.0
1416,2,14,67.0,39.0,10.0,7,7700,6.0,17.0
1417,2,25,61.0,44.8,0.0,8,8800,10.0,10.0
1418,2,15,55.0,31.0,10.0,8,9150,8.0,16.0
1419,3,6,85.0,51.0,13.5,7,2650,3.0,9.0
1420,3,23,41.0,29.5,5.5,8,2750,2.0,5.0
1421,3,28,41.8,30.0,5.3,8,3250,1.0,5.0
1422,3,28,41.8,30.0,5.5,8,3250,1.0,5.0
1423,3,23,42.0,30.0,5.0,8,3300,5.0,5.0
1424,3,23,42.1,31.0,5.3,8,3500,5.0,5.0
1425,3,28,42.0,30.1,5.3,8,3500,1.0,5.0
1426,3,28,42.0,31.0,5.5,8,3500,5.0,5.0
1427,3,10,49.0,37.0,6.0,8,3550,1.0,5.0
1428,3,10,42.0,31.0,5.5,8,3600,2.0,5.0
1429,3,28,41.5,31.1,5.5,8,3600,3.0,5.0
1430,3,28,42.0,31.0,5.5,8,3650,3.0,5.0
1431,3,28,42.0,30.0,6.0,5,3650,2.0,6.0
1432,3,28,42.0,32.0,5.8,8,3700,3.0,5.0
1433,3,28,42.1,30.3,5.3,8,3750,2.0,5.0
1434,3,23,59.0,44.4,5.6,7,4100,4.0,5.0
1435,3,16,58.0,40.5,6.3,7,4150,1.0,9.0
1436,3,14,58.9,41.8,6.0,7,4150,2.0,9.0
1437,3,16,51.3,33.5,6.3,7,4190,5.0,12.0
1438,3,11,59.0,44.1,6.0,7,4250,2.0,5.0
1439,3,16,60.0,42.7,6.3,7,4300,2.0,9.0
1440,3,10,57.0,41.0,7.0,7,4300,4.0,5.0
1441,3,14,61.0,43.5,8.0,7,4350,1.0,9.0
1442,3,10,60.4,43.5,6.3,7,4500,3.0,9.0
1443,3,14,60.7,42.0,8.3,7,4600,1.0,9.0
1444,3,23,59.2,33.0,11.4,7,4900,2.0,5.0
1445,3,14,59.5,43.0,5.7,7,5000,5.0,9.0
1446,3,14,55.0,34.9,5.5,7,5150,2.0,9.0
1447,3,23,65.0,54.0,6.5,7,5300,2.0,9.0
1448,3,16,59.6,43.0,6.2,7,5300,8.0,9.0
1449,3,14,66.2,42.4,9.7,7,5320,5.0,9.0
1450,3,14,70.2,42.1,8.0,7,5500,2.0,5.0
1451,3,14,57.0,38.2,8.3,7,5550,5.0,6.0
1452,3,14,67.1,54.5,6.6,5,5600,5.0,5.0
1453,3,25,61.0,41.0,8.0,2,5650,1.0,6.0
1454,3,27,72.4,50.0,11.2,7,5700,2.0,4.0
1455,3,14,73.0,47.5,7.5,7,5750,8.0,16.0
1456,3,25,80.0,54.0,9.5,7,5790,2.0,5.0
1457,3,14,60.4,41.3,8.5,7,5800,2.0,9.0
1458,3,14,84.0,51.0,12.0,7,5800,4.0,6.0
1459,3,14,67.5,42.5,7.0,8,5900,4.0,9.0
1460,3,25,80.0,48.0,13.6,7,6000,2.0,5.0
1461,3,25,73.0,54.0,10.0,7,6000,1.0,3.0
1462,3,25,80.6,55.5,9.3,7,6100,3.0,5.0
1463,3,11,59.0,39.0,8.5,7,6300,6.0,9.0
1464,3,14,72.7,47.0,7.9,7,6330,3.0,12.0
1465,3,25,77.0,44.0,11.0,7,6500,3.0,6.0
1466,3,25,68.0,43.0,9.0,7,6500,2.0,5.0
1467,3,14,67.0,44.0,6.9,7,6700,5.0,9.0
1468,3,25,80.0,54.0,8.0,7,6800,5.0,5.0
1469,3,25,77.5,53.7,9.0,7,6850,3.0,5.0
1470,3,14,66.1,46.2,9.0,7,6890,9.0,9.0
1471,3,14,62.6,46.9,8.9,7,6900,9.0,9.0
1472,3,15,108.0,60.0,18.0,2,6900,11.0,18.0
1473,3,25,80.0,57.0,9.5,7,6900,2.0,5.0
1474,3,23,67.2,42.4,8.2,7,7000,5.0,10.0
1475,3,25,82.0,52.5,8.6,7,7100,3.0,10.0
1476,3,25,86.3,54.5,12.7,7,7200,2.0,6.0
1477,3,6,81.0,50.0,11.0,7,7200,1.0,10.0
1478,3,25,81.1,55.1,8.6,7,7400,3.0,5.0
1479,3,25,71.0,45.5,8.2,7,7450,4.0,4.0
1480,3,25,83.0,59.3,8.3,7,7450,3.0,5.0
1481,3,25,97.4,60.6,0.0,7,7500,1.0,5.0
1482,3,14,66.2,45.5,8.8,7,7500,7.0,9.0
1483,3,15,76.1,42.6,11.3,7,7590,12.0,19.0
1484,3,14,70.0,55.7,7.0,7,7700,4.0,5.0
1485,3,13,75.1,45.4,12.7,7,8286,3.0,18.0
1486,3,25,81.0,47.1,13.0,7,8500,3.0,5.0
1487,3,13,75.8,45.4,12.8,7,8623,11.0,18.0
1488,3,13,76.2,45.5,12.7,7,8670,7.0,18.0
1489,3,25,82.4,59.5,0.0,7,8875,3.0,9.0
1490,3,13,94.5,60.8,13.2,7,9900,1.0,10.0
1491,3,15,105.0,60.2,15.5,2,9990,24.0,25.0
1492,3,15,80.1,0.0,30.3,7,10349,12.0,25.0
1493,3,25,78.0,54.4,9.1,7,10700,3.0,6.0
1494,3,18,108.7,61.1,16.5,7,10900,3.0,8.0
1495,3,15,80.1,56.6,24.0,8,11000,15.0,25.0
1496,3,15,91.0,51.0,12.0,7,11200,11.0,15.0
1497,3,15,97.3,49.6,11.9,0,12300,18.0,25.0
1498,3,18,81.2,39.2,25.1,7,13800,3.0,12.0
1499,3,9,110.0,67.4,13.3,7,14500,10.0,11.0
1500,3,14,123.0,73.0,14.5,0,17500,5.0,7.0
1501,3,14,135.0,65.7,34.0,0,20500,4.0,17.0
1502,4,23,49.0,33.0,5.6,8,3500,3.0,5.0
1503,4,28,48.5,37.0,5.5,8,3750,5.0,5.0
1504,4,28,49.0,37.0,5.0,8,3750,1.0,5.0
1505,4,23,49.4,38.0,5.4,8,3850,5.0,5.0
1506,4,28,49.0,38.0,6.0,8,3890,1.0,5.0
1507,4,28,49.0,38.0,5.3,8,3890,4.0,5.0
1508,4,10,49.2,38.0,5.4,8,3890,6.0,6.0
1509,4,11,49.1,39.0,5.5,8,3950,5.0,5.0
1510,4,28,49.2,38.0,5.2,8,3990,3.0,5.0
1511,4,28,59.2,43.0,7.3,7,4100,4.0,5.0
1512,4,28,49.5,37.0,5.3,8,4100,2.0,5.0
1513,4,23,49.0,38.0,5.5,8,4200,1.0,5.0
1514,4,23,49.2,35.0,5.3,8,4250,2.0,5.0
1515,4,28,49.2,38.0,5.2,8,4250,4.0,5.0
1516,4,23,50.0,37.0,5.5,8,4300,3.0,5.0
1517,4,23,77.5,61.0,6.2,7,5500,1.0,9.0
1518,4,11,82.5,59.0,6.0,8,6200,1.0,5.0
1519,4,14,108.1,62.0,11.0,7,6780,2.0,9.0
1520,4,14,84.6,56.0,8.5,7,7600,3.0,13.0
1521,4,14,84.0,60.0,8.0,7,7900,2.0,6.0
1522,4,25,106.0,82.0,9.0,7,8450,2.0,10.0
1523,4,25,100.2,73.0,10.0,7,8600,4.0,5.0
1524,4,25,86.8,61.0,9.0,2,9500,2.0,5.0
1525,4,25,108.0,64.0,15.5,0,12300,2.0,5.0
1526,4,25,136.1,104.0,14.0,8,14300,5.0,6.0
1527,4,14,141.0,80.0,50.0,0,14500,4.0,5.0
1528,5,16,70.6,55.0,6.5,7,5150,5.0,9.0
1529,5,16,73.0,55.0,7.7,7,5600,3.0,9.0
1530,5,25,128.2,85.0,10.9,7,8950,2.0,5.0
1531,5,14,115.0,62.0,30.0,7,12000,11.0,13.0
1532,5,14,195.7,129.0,50.0,0,25000,8.0,8.0
1533,5,14,253.6,142.0,17.0,7,31700,1.0,8.0
1534,1,15,36.7,17.6,10.2,7,2097,5.0,9.0
1535,1,14,26.0,18.9,0.0,8,2100,14.0,17.0
1536,1,28,28.0,17.0,5.0,8,2200,3.0,4.0
1537,1,15,27.0,18.6,5.0,8,2250,16.0,18.0
1538,1,15,27.0,14.0,4.0,8,2250,5.0,17.0
1539,1,23,26.0,16.2,4.0,8,2300,9.0,9.0
1540,1,14,35.2,17.6,6.0,8,2350,1.0,3.0
1541,1,23,25.2,0.0,0.0,8,2395,4.0,5.0
1542,1,14,36.3,18.0,7.0,8,2500,2.0,3.0
1543,1,14,35.0,16.0,8.0,8,2500,1.0,5.0
1544,1,23,29.9,22.0,5.0,2,2524,4.0,5.0
1545,1,15,32.0,16.0,7.0,8,2550,3.0,17.0
1546,1,14,31.0,17.1,5.6,8,2570,4.0,5.0
1547,1,23,33.3,21.8,0.0,7,2590,4.0,16.0
1548,1,23,36.0,16.0,8.5,7,2680,4.0,16.0
1549,1,15,43.0,18.0,13.0,8,2699,4.0,6.0
1550,1,14,40.0,17.0,12.4,7,2700,5.0,5.0
1551,1,23,33.0,17.0,7.0,7,2700,7.0,9.0
1552,1,15,35.4,15.2,10.0,8,2700,11.0,16.0
1553,1,25,33.2,15.7,7.0,8,2700,1.0,4.0
1554,1,2,42.4,19.8,14.0,7,2750,11.0,12.0
1555,1,14,37.1,17.0,9.0,7,2800,9.0,12.0
1556,1,23,38.0,0.0,7.0,7,2810,1.0,12.0
1557,1,15,37.9,16.0,9.8,7,2850,3.0,17.0
1558,1,10,36.0,18.5,7.5,7,2850,3.0,9.0
1559,1,23,36.0,17.0,7.0,7,2900,7.0,12.0
1560,1,14,34.0,20.2,6.0,8,3000,6.0,9.0
1561,1,15,35.8,18.6,11.0,8,3050,16.0,17.0
1562,1,14,38.0,19.0,6.5,7,3100,2.0,9.0
1563,1,8,33.6,17.7,8.5,7,3120,9.0,9.0
1564,1,14,37.4,18.0,9.0,7,3200,8.0,14.0
1565,1,4,45.0,18.2,13.0,7,3350,6.0,10.0
1566,2,14,41.0,27.0,5.0,7,2500,1.0,5.0
1567,2,28,44.1,28.0,5.4,7,2700,3.0,5.0
1568,2,23,45.0,31.5,6.0,7,2750,1.0,5.0
1569,2,23,39.0,28.0,5.6,8,2780,5.0,5.0
1570,2,23,42.0,29.0,6.0,8,2890,4.0,4.0
1571,2,17,47.2,31.0,5.0,7,2900,2.0,2.0
1572,2,11,44.6,28.3,5.7,7,2900,5.0,5.0
1573,2,11,45.0,29.0,6.0,7,2900,3.0,5.0
1574,2,11,44.0,28.0,6.0,7,2900,3.0,5.0
1575,2,14,46.8,28.2,8.6,7,3050,7.0,9.0
1576,2,14,49.7,28.0,9.0,8,3150,15.0,17.0
1577,2,11,42.5,27.5,6.0,7,3300,4.0,5.0
1578,2,14,42.6,28.0,5.4,7,3400,3.0,5.0
1579,2,3,45.0,27.7,7.0,7,3400,2.0,9.0
1580,2,4,47.0,27.5,6.8,7,3400,7.0,9.0
1581,2,14,46.0,29.0,8.0,7,3500,1.0,9.0
1582,2,15,64.0,31.5,11.0,7,3500,14.0,20.0
1583,2,23,44.0,25.0,7.0,7,3500,9.0,9.0
1584,2,14,48.0,28.0,7.0,7,3500,6.0,7.0
1585,2,3,46.0,28.0,7.1,7,3550,7.0,9.0
1586,2,18,74.7,38.3,13.1,7,3600,6.0,17.0
1587,2,14,47.0,30.0,8.1,7,3600,1.0,9.0
1588,2,23,47.0,27.0,7.0,7,3600,5.0,9.0
1589,2,15,55.0,30.0,10.0,0,3700,10.0,17.0
1590,2,15,67.0,36.0,15.0,7,3700,16.0,17.0
1591,2,18,65.0,31.7,10.7,7,3700,11.0,24.0
1592,2,3,48.0,27.5,9.6,7,3749,1.0,9.0
1593,2,14,46.0,25.0,7.1,7,3800,6.0,14.0
1594,2,14,59.4,40.6,9.0,7,3987,6.0,9.0
1595,2,15,76.4,31.0,13.5,7,4000,3.0,17.0
1596,2,23,56.0,33.7,9.9,7,4070,8.0,12.0
1597,2,23,57.0,27.3,12.1,7,4100,2.0,10.0
1598,2,14,60.3,31.5,10.0,7,4150,6.0,9.0
1599,2,2,56.0,34.1,10.2,7,4400,8.0,12.0
1600,2,1,58.0,30.8,9.0,2,4750,8.0,9.0
1601,2,15,63.1,34.4,13.2,7,4850,9.0,12.0
1602,2,25,65.0,35.6,8.8,7,5800,3.0,4.0
1603,2,14,82.0,45.0,15.0,8,6950,8.0,8.0
1604,3,10,42.0,30.0,5.5,8,3100,1.0,5.0
1605,3,10,59.0,42.0,6.0,7,3250,1.0,5.0
1606,3,11,56.2,41.9,5.0,7,3500,2.0,5.0
1607,3,14,71.5,43.1,11.9,7,3700,3.0,4.0
1608,3,23,60.0,43.0,7.3,2,3800,4.0,5.0
1609,3,3,60.0,41.0,7.0,7,4190,7.0,9.0
1610,3,3,58.3,39.7,7.0,7,4200,2.0,9.0
1611,3,23,67.0,39.0,8.4,7,4250,5.0,9.0
1612,3,6,67.8,42.9,8.3,7,4500,3.0,5.0
1613,3,4,65.0,42.0,10.0,7,4500,9.0,9.0
1614,3,14,75.0,0.0,0.0,2,4700,1.0,2.0
1615,3,14,61.3,37.0,8.9,7,4780,8.0,9.0
1616,3,14,65.0,44.0,8.5,7,4850,3.0,10.0
1617,3,23,71.0,46.8,7.0,7,4870,10.0,12.0
1618,3,8,73.0,46.9,9.0,7,4950,7.0,10.0
1619,3,25,77.0,50.0,10.0,7,5090,2.0,4.0
1620,3,23,71.5,43.2,8.1,7,5100,9.0,9.0
1621,3,14,68.5,47.0,7.0,7,5250,1.0,3.0
1622,3,25,96.0,63.9,7.0,7,7899,2.0,4.0
1623,4,10,50.0,38.0,5.3,8,3350,2.0,5.0
1624,4,23,73.7,52.0,6.6,7,4750,5.0,9.0
1625,4,3,77.0,54.0,10.0,7,4800,9.0,9.0
1626,4,23,73.6,49.0,6.5,7,4900,7.0,9.0
1627,4,23,107.0,61.0,22.0,0,6800,1.0,10.0
1628,1,14,35.0,19.2,6.1,7,2600,4.0,9.0
1629,1,1,34.1,16.6,8.8,7,2650,3.0,5.0
1630,1,8,34.0,17.4,8.0,7,2650,1.0,9.0
1631,1,15,35.0,22.0,6.0,7,2650,4.0,10.0
1632,1,14,32.0,17.5,6.0,8,2690,2.0,4.0
1633,1,14,36.3,19.7,8.3,8,2690,2.0,2.0
1634,1,8,31.0,15.3,8.1,7,2699,9.0,9.0
1635,1,14,31.0,18.0,6.0,8,2699,1.0,5.0
1636,1,23,31.0,17.0,6.5,7,2780,1.0,7.0
1637,1,14,31.4,17.4,6.0,8,2800,1.0,5.0
1638,1,23,31.3,15.8,8.2,7,2850,9.0,9.0
1639,1,23,30.0,21.5,0.0,8,2900,15.0,17.0
1640,1,23,32.8,17.6,7.3,7,2900,2.0,12.0
1641,1,23,31.0,15.5,8.0,7,2950,5.0,9.0
1642,1,23,30.5,15.0,8.1,7,2950,5.0,9.0
1643,1,14,35.5,21.5,7.0,8,2950,11.0,12.0
1644,1,8,31.0,16.0,8.0,7,2950,9.0,9.0
1645,1,28,31.0,18.0,6.0,8,2950,3.0,5.0
1646,1,14,30.2,16.3,5.7,8,2970,2.0,5.0
1647,1,4,32.5,17.4,7.0,7,2990,6.0,12.0
1648,1,3,31.5,16.7,7.0,7,3000,7.0,12.0
1649,1,23,26.0,18.0,0.0,8,3000,19.0,24.0
1650,1,4,34.0,19.0,7.1,7,3050,7.0,9.0
1651,1,2,32.4,17.2,7.2,7,3070,4.0,12.0
1652,1,2,42.0,19.3,14.2,7,3099,9.0,16.0
1653,1,8,31.0,16.0,8.0,7,3100,4.0,9.0
1654,1,23,32.4,17.3,7.0,7,3100,5.0,12.0
1655,1,23,32.0,15.6,8.3,7,3100,5.0,9.0
1656,1,23,31.0,16.0,8.2,7,3100,3.0,9.0
1657,1,23,33.0,17.5,7.8,7,3120,8.0,9.0
1658,1,8,34.0,18.0,9.0,7,3150,11.0,14.0
1659,1,23,40.0,17.0,8.0,7,3150,5.0,5.0
1660,1,18,33.2,16.9,5.1,8,3199,9.0,17.0
1661,1,2,34.0,18.0,8.0,7,3200,5.0,14.0
1662,1,15,26.6,14.0,5.0,8,3200,9.0,14.0
1663,1,23,25.3,25.3,0.0,8,3200,9.0,21.0
1664,1,10,31.1,0.0,7.1,7,3200,7.0,9.0
1665,1,2,36.0,18.0,8.0,7,3200,5.0,9.0
1666,1,2,33.0,15.0,7.5,7,3250,10.0,12.0
1667,1,10,35.0,18.0,7.0,7,3270,8.0,9.0
1668,1,2,32.6,17.7,7.0,7,3280,4.0,12.0
1669,1,3,32.3,17.3,7.1,7,3290,1.0,12.0
1670,1,23,31.1,18.1,6.4,8,3300,5.0,5.0
1671,1,14,35.1,20.0,7.5,7,3300,5.0,14.0
1672,1,8,30.8,15.3,12.0,7,3350,8.0,9.0
1673,1,3,33.4,17.5,7.4,7,3360,5.0,9.0
1674,1,6,42.1,18.7,10.8,7,3370,3.0,9.0
1675,1,23,37.0,17.0,7.0,7,3400,10.0,12.0
1676,1,2,33.0,17.2,8.0,7,3400,6.0,12.0
1677,1,23,39.9,17.0,8.1,7,3450,3.0,5.0
1678,1,19,26.6,19.7,0.0,8,3490,15.0,17.0
1679,1,2,40.0,20.0,10.5,7,3500,7.0,9.0
1680,1,2,41.2,19.8,10.0,7,3500,10.0,12.0
1681,1,3,33.1,17.5,7.5,7,3550,9.0,9.0
1682,1,14,40.0,20.0,7.0,7,3600,0.0,6.0
1683,1,8,31.0,16.0,8.0,7,3600,6.0,9.0
1684,1,23,34.0,19.0,7.0,7,3650,9.0,9.0
1685,1,14,31.0,19.0,6.0,8,3650,10.0,16.0
1686,1,2,31.8,14.0,7.2,7,3650,8.0,12.0
1687,1,2,36.6,0.0,7.3,7,3690,3.0,9.0
1688,1,2,38.3,19.8,9.4,7,3750,8.0,9.0
1689,1,2,34.0,18.0,8.0,7,3800,5.0,12.0
1690,1,2,37.5,16.8,7.1,7,3800,11.0,12.0
1691,1,23,38.7,19.0,10.0,7,3800,16.0,16.0
1692,1,15,39.4,18.6,13.5,8,3804,1.0,9.0
1693,1,15,42.8,17.8,11.8,7,3830,7.0,9.0
1694,1,14,37.2,21.4,7.9,7,3850,14.0,14.0
1695,1,25,32.2,17.6,7.3,8,3900,7.0,7.0
1696,1,15,32.0,14.5,9.5,7,3900,10.0,16.0
1697,1,13,40.8,19.0,11.0,7,3945,2.0,4.0
1698,1,14,42.0,19.0,7.0,8,4000,4.0,16.0
1699,1,13,36.1,16.0,8.1,7,4080,5.0,25.0
1700,1,13,35.0,14.0,10.0,8,4180,17.0,24.0
1701,1,19,39.0,19.0,11.0,7,4200,11.0,17.0
1702,1,14,45.0,18.0,12.0,7,4200,14.0,23.0
1703,1,15,40.5,16.3,12.6,8,4205,2.0,9.0
1704,1,2,40.0,20.0,10.0,7,4500,10.0,16.0
1705,1,15,43.0,20.0,10.2,8,4518,3.0,13.0
1706,1,15,43.3,20.0,10.4,7,4990,6.0,23.0
1707,1,15,43.9,14.5,16.0,7,4990,5.0,17.0
1708,1,15,45.0,20.4,11.0,8,5500,3.0,10.0
1709,2,14,45.0,32.0,6.5,8,3150,1.0,5.0
1710,2,23,45.0,31.0,6.0,2,3300,4.0,5.0
1711,2,23,43.0,28.0,5.7,7,3350,2.0,7.0
1712,2,23,45.3,28.5,6.3,8,3400,1.0,5.0
1713,2,10,42.0,28.0,6.0,7,3400,5.0,5.0
1714,2,28,42.2,27.8,5.8,7,3550,1.0,5.0
1715,2,18,64.0,29.0,25.0,8,3580,7.0,12.0
1716,2,10,42.0,27.9,6.0,7,3600,6.0,7.0
1717,2,14,43.0,28.0,6.0,2,3600,4.0,5.0
1718,2,10,45.1,31.0,6.1,8,3640,4.0,5.0
1719,2,23,50.1,32.0,6.8,7,3650,3.0,9.0
1720,2,28,42.1,26.1,6.8,8,3690,2.0,5.0
1721,2,23,45.0,30.0,7.0,7,3700,5.0,5.0
1722,2,14,42.5,27.3,5.0,7,3700,3.0,5.0
1723,2,18,55.0,31.0,11.0,7,3700,8.0,10.0
1724,2,23,46.0,28.9,6.0,7,3750,3.0,5.0
